date,text
10-05-2020,quantitative hardening  dissecting the third bitcoin halving  3 key data points to watch
11-05-2020,jury trial scheduled for billion dollar bitcoin lawsuit against craig wright
12-05-2020,bitcoin cash upgrade 3 days away   new opcode support  chain limit extension  sigchecks
13-05-2020,17 000 quadrigacx users seek  307m from the failed canadian crypto exchange
14-05-2020,digifinex live ama hosts   chairman   roger ver talks stimulus  useful cryptocurrencies  coronavirus
15-05-2020,bitcoin cash upgrade complete  3 new features added to consensus rules
16-05-2020,0 security breach  0 token loss
17-05-2020,45 older generation bitcoin miners are unprofitable after the reward halving
18-05-2020,mining video censored  the tale of youtube s blatant censorship and propaganda
19-05-2020,covid 19 economy fuels faith in crypto  trust in bitcoin over banks increased 3x since 2017
20-05-2020,exposure to  1x the daily performance    exchange adds inverse token btcshort
21-05-2020,no evidence isis is storing  300 million in bitcoin  says chainalysis
22-05-2020,bitcoin hashrate slides 33  since halving   difficulty drops  issues in sichuan china
23-05-2020,iranian president calls for launching a cryptocurrency mining strategy
24-05-2020,market outlook  golden cross invalidated  andreessen horowitz predicts  fourth crypto cycle
25-05-2020,over a hundred 10 year old bitcoin addresses signed  message calls  craig wright a fraud
26-05-2020,swiss government rejects  103 million bailout for crypto companies battered by coronavirus
27-05-2020,bitwage and gemini partner to launch bitcoin based retirement plan for employees
28-05-2020,grayscale  central bank digital currencies will  neither replace nor harm scarce  uncompromising bitcoin
29-05-2020,south korea to start taxing bitcoin profits in 2021
30-05-2020,american panic led to the creation and expansion of the corrupt federal reserve system
31-05-2020,amid youtube censorship  individuals flock to decentralized video sharing apps like
01-06-2020,market update  bullish bitcoin s2f chart  6 digit prices  liquidations prime crypto values
02-06-2020,us law enforcement promises  5m for the capture of venezuela s superintendent of cryptocurrencies
03-06-2020,bitcoin s flash rally to  10 400 was  fake   short the cryptocurrency  warns renowned trader bollinger
04-06-2020,chinese government crackdowns and cheap hydropower  miners migrate from north to south china
05-06-2020,the mysterious satoshi nakamoto allegedly leveraged a russian proxy for communications
06-06-2020,carl watner  the tragedy of political government
07-06-2020,bitcoin hashrate spikes to 120 exahash  difficulty drops allowing miners to rejoin the competition
08-06-2020,bitcoin s march to  100k  a number of crypto experts who believe the price per btc touches six digits
09-06-2020,over 2 000 coca cola machines now accept bitcoin in australia and new zealand
10-06-2020,a number of small bitcoin mining farms are quitting as older mining rigs become worthless
11-06-2020,speculation rife as user pays a second  2 6 million fee in ether transaction
12-06-2020,canadian regulator unveils the truth behind collapsed crypto exchange quadrigacx
13-06-2020,estonia revokes 500 crypto firms  licenses after  220 billion money laundering scandal
14-06-2020,documents show craig wright claims to own a bitcoin address with 80 000 btc stolen from mt gox
15-06-2020,youtube reinstates   official channel after suspension
16-06-2020,virtual panda btm launched for colombian residents  dispenses btc  bch  dai  and dash
17-06-2020,demand for charter cities during covid 19 pandemic grows exponential   people desire semi autonomous zones
18-06-2020,singapore based carpooling platform ryde plans to support bitcoin payments
19-06-2020,exchange announces listing of new digital asset buy by burency
20-06-2020,akon city   6 billion cryptocurrency city set to begin construction
21-06-2020,jay clayton leaves sec  crypto industry hopeful for bitcoin etf approval
22-06-2020,breaking bitcoin  crypto proponents discuss honeywell s 6 qubit quantum computer
23-06-2020,average price of bitcoin more than quadrupled between reward halvings
24-06-2020,buy stablecoins with your credit card in lumi wallet
25-06-2020,bitcoin cash fueled blogging website   raises over  100k for collective initiative
26-06-2020,online data analysis points to venezuela accepting btc for passports
27-06-2020,us real estate market crisis  4 3 million mortgage delinquencies  commercial properties sink in value
28-06-2020,federated sidechains   8m in btc stuck in limbo  analyst says action  violates liquid s security model
29-06-2020,sophisticated  hacker plunders  450 000 from defi protocol balancer
30-06-2020,60 hong kong based vending machines support mcafee s ghost token for payments
01-07-2020,brewdog tokyo accepts bitcoin cash payments  local bch meetup gathers to celebrate
02-07-2020,localbitcoins 2019 revenue rises 10  to  29 6 million amid increased paxful competition
03-07-2020,trouble in defi paradise  compound issued dai surpasses dai in circulation
04-07-2020,over 2 500 austrian merchants can now accept cryptocurrency payments
05-07-2020,bitcoin friendly kanye west running for us president 2020  taking on donald trump and joe biden
06-07-2020,700 000 expedia hotels can now be paid with cryptocurrencies via travala
07-07-2020,tiktok ban  us may join india in banning chinese social media apps
08-07-2020,permissionless software foundation aims to foster open source software with bitcoin cash
09-07-2020,avalanche launch fumbles   a highly sophisticated ddos attack derailed token sale
10-07-2020,bitcoin bull mike novogratz says to hold more gold than bitcoin
11-07-2020,fiat and money printing  street mural earns  500 in bitcoin donations in five days
12-07-2020,us dept of homeland security buys analytics software from coinbase
13-07-2020,deposition of craig wright s wife shows little understanding of bitcoin private keys
14-07-2020,advocacy group claims irs issued crypto warning letters violated taxpayer s rights
15-07-2020,investor charged in us after obtaining covid 19 relief loan to trade cryptocurrency
16-07-2020,market outlook  crypto economy sheds  10b overnight  exchange inflow and sell pressure rises
17-07-2020,report shows bitcoin s covid 19 recovery stronger than other markets with zero intervention
18-07-2020,venezuela bans bitcoin mining operations in the country s public housing sector
19-07-2020,german court rules to limit authorities  access to people s data
20-07-2020,velas enters the top 100 coinmarketcap and launches on   exchange
21-07-2020,bosagora boa  won un solidarity awards
22-07-2020,ethereum s 2020 defi boom doubles active ether addresses  but fees skyrocket
23-07-2020,steve wozniak sues youtube  google for promoting bitcoin giveaway scam   youtube denies fault
24-07-2020,veteran analyst peter brandt scorns  xrp s bag holder   compares ripple to the fed
25-07-2020,1 000 people had access to twitter  god mode    130 accounts targeted by hackers
26-07-2020,visa moving to integrate with digital currency platforms
27-07-2020,market update  cryptocurrency and gold markets fueled by failing global economy
28-07-2020,a1 telekom austria adds bitcoin to payment service for thousands of retailers
29-07-2020,crypto hardware wallet firm ledger hacked  one million customer emails exposed
30-07-2020,major investment bank oppenheimer bullish on bitcoin  highlights instead of gold
31-07-2020,chinese police take down  6 billion plustoken ponzi  arrest 109 people
01-08-2020,single miner reorgs ethereum classic   devs report a chain split
02-08-2020,india proposes amnesty for citizens holding unreported gold
03-08-2020,indians five times more likely to suffer crypto related hacks  report
04-08-2020,bitcoin atm locations reaching 9 000 worldwide
05-08-2020,bitcoin cash difficulty algorithm debate heats up with fears of another chain split
06-08-2020,5 6 million double spent  etc team finally acknowledges the 51  attack on network
07-08-2020,lumi wallet web widget  cryptocurrency exchange on your website
08-08-2020,goldman sachs cryptocurrency  possible collaboration with jpmorgan and facebook
09-08-2020,germany begins closing down all unlicensed bitcoin atms
10-08-2020,market outlook  btc trend targets  15k  bitcoin bull raoul pal  irresponsibly long
11-08-2020,peru  india  indonesia  nigeria among countries with highest crypto usage increase
12-08-2020,building the infrastructure for the future decentralized financial market  coinbase included   debut defi project   nest protocol
13-08-2020,defi implosion  yam token market cap plummets to near zero after founder claims he  failed
14-08-2020,chinese bitcoin miners develop strong relationships and crypto mining facilities in iran
15-08-2020,bitcoin and tesla  america s most loved assets on tradingview
16-08-2020,3 people arrested in hong kong for cheating bitcoin atms
17-08-2020,china testing digital currency in major cities  including beijing and hong kong
18-08-2020,excessive flooding in sichuan causes 20  hashrate losses for chinese bitcoin miners
19-08-2020,south african regulator pressures bitcoin investment company  urges clients to request refunds
20-08-2020,12 crypto firms authorized to operate license free in hawaii for two years
21-08-2020,rich dad  poor dad author says  major banking crisis coming   praises bitcoin and gold
22-08-2020,irs prioritizes cryptocurrency  now first question on 1040 tax form
23-08-2020,re mining simulation shows satoshi used a single high end pc to mine 1 1m bitcoin
24-08-2020,imf publishes cryptocurrency explainer  saying it  could be the next step in the evolution of money
25-08-2020,analysts predict us presidential election outcome could collapse dollar  boost bitcoin and gold
26-08-2020,akon joins presidential campaign of bitcoin entrepreneur brock pierce as chief strategist
27-08-2020,bitcoin will never ditch you  ad dominates front page of major hong kong newspaper
28-08-2020,bitcoin slips in latest crypto ranking by chinese government backed center
29-08-2020,after empire s exit scam  darknet market patrons scramble to find alternatives
30-08-2020,russia blocks cryptocurrency websites ahead of regulation
31-08-2020,ciphertace allegedly builds monero tracing tools  xmr proponents disagree
01-09-2020,leading stock exchanges in switzerland  germany  austria now list bitcoin etp
02-09-2020,microstrategy s  250 million bitcoin buy consequential
03-09-2020,us federal court rules nsa mass surveillance illegal  credits edward snowden
04-09-2020,market update  blood in the crypto streets  bitcoin miner dumps  cme gap  defi doldrums
05-09-2020,crypto friendly banking platform cashaa expanding in india  us  africa
06-09-2020,bitcoin dominance slides losing 10  in the last 100 days
07-09-2020,declining eth gas cost still higher than btc fees  supporters insists eth 2 0 to end high fee woe
08-09-2020,latin americans turn to bitcoin as local fiat currencies plunge
09-09-2020,ukraine  russia  south africa  nigeria among top countries by cryptocurrency adoption
10-09-2020,south african crypto exchange luno expanding globally after acquisition by digital currency group
11-09-2020,the  700 million wallet crack  bitcoin s 7th largest address is under constant attack
12-09-2020,huge  bitcoin tram  ad campaign and 20 billboards flood hong kong s financial district
13-09-2020,apple censors some cryptocurrency and defi features of coinbase app
14-09-2020,defi protocol bzx loses  8 1 million in third hack this year
15-09-2020,mad money s jim cramer  fixated  on buying bitcoin  fears massive inflation
16-09-2020,49 us states unveil unified regulation for cryptocurrency firms
17-09-2020,binance supporting flow blockchain with busd stablecoin
18-09-2020,satt smart advertising token announces listing on leading crypto exchanges  kucoin and uniswap
19-09-2020,analyst  1 500 bitcoins lost every day  less than 14 million coins will ever circulate
20-09-2020,brazen nigerian crypto scam inksnation still operational three months after regulator warning
21-09-2020,uquid launch the defi shopping stake  dss  and defito finance  dto
22-09-2020,us banks can now hold reserves for stablecoin issuers  says federal banking regulator
23-09-2020,smart advertising token satt reveals probit as next exchange listing
24-09-2020,chainlink token down 60  in under 40 days  opponents ask if the bubble has finally burst
25-09-2020,digital commodity exchange act of 2020  us lawmakers propose single national crypto framework
26-09-2020,to provide one click defi access  lists new tokens  and offers instant 0  fee visa deposits
27-09-2020,kucoin hacker leverages uniswap to dump vast number of erc20 tokens
28-09-2020,defi token exposed as pump and dump scam in leaked telegram chat
29-09-2020,new zealand tax agency asks crypto firms to hand over clients  personal data
30-09-2020,canadian firm 3iq s bitcoin fund listed on gibraltar stock exchange
01-10-2020,ico aftermath  us rules in favour of sec in  100m kik case   salt to reimburse claimants from 2017 ico
02-10-2020,with round 1 fully sold out  clintex launches round 2 of the cti token sale
03-10-2020,interest in bitcoin soars in egypt amid economic crisis and unemployment
04-10-2020,stablecoin supply doubles in 3 months as combined market cap surpasses  20b
05-10-2020,yearn finance connect  yfic  new defi project decentralized finance  staking  lending  amp  yield farming
06-10-2020,tim draper s venture studio to triple down on blockchain projects with a  25m fund
07-10-2020,p2ploan finance is all set to offer higher returns with its newly launched decentralized protocols
08-10-2020,square s major bitcoin buy  puts 1  of total assets worth  50 million in btc
09-10-2020,market update  bitcoin captures  11k  flash buy signals  bollinger band squeeze
10-10-2020,digital yuan giveaway  china s shenzhen city hands out 10 million yuan in central bank digital currency
11-10-2020,12m in  satoshi era  bitcoins move  21 block rewards from 2010 spent after a decade of slumber
12-10-2020,crypto cruise ship  satoshi  to make panama bay home
13-10-2020,ternio joins visa s fast track program as new enablement partner
14-10-2020,hong kong crypto exchange launches hardware wallet with fingerprint recognition
15-10-2020,mt gox rehabilitation plan delayed again to december 15
16-10-2020,foreign crypto exchanges like paxful  binance to pay 1 5  tax under kenya s new regulations
17-10-2020,bitcoin s creator vs  bezos  satoshi nakamoto s uphill climb to surpass the amazon founder s net worth
18-10-2020,fsb report says stablecoins promote financial inclusion  urges regulators to tighten laundering controls
19-10-2020,bitcoin bar  room 77  shuts down
20-10-2020,us financial watchdog fines bitcoin mixer service for  60 million
21-10-2020,market update  bitcoin nears  13 000  holds record breaking 87 day streak above  10k
22-10-2020,multilotto  play transparent online lotteries with equal opportunities for every player
23-10-2020,bitcoin businesses on the mend  report shows 57  of crypto execs expect the industry to accelerate  companies are hiring
24-10-2020,sharktron   defi project that implies complete autonomy
25-10-2020,kanye west  bitcoiners know the true liberation of america and humanity
26-10-2020,defi protocol harvest finance hacked for  24 million  attacker returns  2 5 million
27-10-2020,if bitcoin passes  14k  analysts say traders  should look to  20 000  instead of looking back
28-10-2020,after praising bitcoin  jpmorgan pushes jpm coin  sets up dedicated crypto unit
29-10-2020,microstrategy ceo personally owns  240 million in bitcoin   company s btc profit eclipses other earnings
30-10-2020,the new bullrun rushes investors towards securypto
31-10-2020,1 1 billion crypto ponzi  masterminds of wotoken head to prison in china
01-11-2020,report  token listings have short term positive influence on price  m amp a have better impact in the long term
02-11-2020,venezuela to incorporate bitcoin and litecoin wallets into national remittances platform
03-11-2020,paypal begins crypto service  ceo reveals increased limits  expansion plans  venmo rollout
04-11-2020,us presidential election unlikely to alter bitcoin s path  analyst
05-11-2020,200 million brazilian crypto fraud scam  the us seizes  24 million worth of digital currencies
06-11-2020,imcoin  imc   the first hybridcoin  arrives to impose a new concept of cryptocurrencies
07-11-2020,another mysterious string of 1 000  satoshi era  bitcoins mined in 2010 moved today
08-11-2020,20 more block rewards from 2010 spent today  why are decade old bitcoins waking up
09-11-2020,bitcoin global launches p2p crypto trading app for mobile devices
10-11-2020,sharktron defi project devs exit scam  tron foundation says part of missing funds now frozen
11-11-2020,whitebit launches whiteswap dex
12-11-2020,a new bitcoin mining pool claims it has tools to censor blockchain transactions
13-11-2020,bitpay launches new payroll service for companies that opt to pay employees in crypto
14-11-2020,galaxy digital acquires 2 crypto firms  sees big wave of institutional demand for bitcoin
15-11-2020,hash watch  the highly anticipated bitcoin cash fork is now complete
16-11-2020,big tech execs and bitcoin  skype cofounder keeps personal wealth in crypto  intercom chairman  firmly jumps on the bitcoin wagon
17-11-2020,poloniex lists senso as sensorium galaxy s partnership spree with world class artists accelerates
18-11-2020,curate  next generation yield farming
19-11-2020,millionaires fomo  73  will own bitcoin by 2022  survey
20-11-2020,announces cooperation agreement with japanese media coinotaku
21-11-2020,blackrock cio  cryptocurrency is here to stay  bitcoin could replace gold
22-11-2020,exploits and flash loans are just the beginning  defi economy is less private than people think
23-11-2020,end of western union remittance service to cuba a boon for crypto
24-11-2020,xrp price climbed 123  in 30 days  spark token airdrop pushes value higher
25-11-2020,major australian investment firm moves from negative yielding assets like gold to bitcoin
26-11-2020,mike novogratz  everyone should put 2  to 3  of their net worth in bitcoin
27-11-2020,a step by step guide to splitting abc fork tokens from bitcoin cash
28-11-2020,facebook s libra crypto gets ready to launch in january as a single coin
29-11-2020,market update  bull trap warnings after bitcoin shoots above  18k handle
30-11-2020,bitcoin crushes previous all time price highs surpassing 2017 s bull run
01-12-2020,exchange to list hub token as the next gen trust based cryptocurrency
02-12-2020,after lightning paced tier 1 sellout  clintex s cti token is now trading on kucoin
03-12-2020,nexo launches buyback program  commits initial  12m
04-12-2020,unbanked hong kong chief carrie lam   i have piles of cash at home
05-12-2020,billionaire hedge fund manager paul tudor jones expects bitcoin s market cap to grow beyond  500 billion
06-12-2020,bitcoin cash proponent tattoos forearm to spread digital cash awareness
07-12-2020,german stock exchange s crypto trading app surpasses  1 billion volume this year
08-12-2020,three years in  a bitcoin cash update from one of its founders
09-12-2020,venezuela pays for imports from iran and turkey with bitcoin to evade sanctions
10-12-2020,cryptobiz exchange launches in india
11-12-2020,restaurant chain that converted cash reserves into bitcoin says gold s safe haven days are numbered
12-12-2020,microstrategy completes  650 million capital raise to fund more bitcoin purchases
13-12-2020,ten years ago satoshi nakamoto logged off   the final message from bitcoin s inventor
14-12-2020,pornhub s premium services now default to crypto payments  13 digital assets supported
15-12-2020,the auction ends on a ridiculous last second bid of  777 777  this brings total primary market sales from beeple s collection to over  3 500 000
16-12-2020,bitcoin is gaining massive momentum both as a digital currency  an asset class  and as a store of wealth
17-12-2020,lead wallet launches its super simple application  even your grandma would be able to use it
18-12-2020,one river digital asset management has commitments that will bring its holdings of  bitcoin and  ether to about  1 billion as of early 2021    btc  cryptocurrency
19-12-2020,fincen just announced their dex and privacy coin  stimulus plan     what experts say about the new proposed  crypto  wallet regulation  what it means  and which wallets are affected   bitcoin  btc  cryptocurrency
20-12-2020,bitcoin is the retail inflation hedge  but  we do not see evidence that bitcoin s rally is cannibalizing gold s bull market   says goldman sachs   btc  cryptocurrency
21-12-2020,nasdaq listed microstrategy now hodls 70 470 bitcoins after the latest big purchase  the announcement came after the ceo tried to convince elon musk to invest tesla s multi billion dollars in  btc   bitcoin
22-12-2020,crypto asset trading platform bityard with integrated copy trading function launched in usa
23-12-2020,we could be at the precursor of an avalanche of institutional investors heading in   says skybridge s founder anthony scaramucci   bitcoin  btc   cryptocurrency
24-12-2020,mineplex creates crossfi crypto bank by combining traditional finances with blockchain
25-12-2020,once the shroud is lifted  once the majority see that the emperor has no clothes  it s all over    bitcoin  freedom  liberty  freemarkets
26-12-2020,we re seeing unprecedented interest from institutional investors as a result of the pandemic s economic impact  as well as  bitcoin s extraordinary performance    btc  cryptocurrency  bitgo
27-12-2020,approximately 1 000  bitcoin mined back in 2010 moved on dec  27  2020  for the first time in over ten years   btc  cryptocurrency
28-12-2020,marathon has quickly become our largest customer   bitmain s sales director said after the company purchased 70 000  bitcoin mining devices   cryptocurrency
29-12-2020,both crypto exchanges decided to suspend  xrp trading and deposits on the platform effective on january 2021  cryptocurrency  ripple
30-12-2020,glassnode estimates  bitcoin miners  total revenue stands at  13 billion  making it a heavy weight industry within the  cryptocurrency sphere
31-12-2020,bringing to market a physical  bitcoin etf in the u s  is a top priority for vaneck  which  has successfully launched a bitcoin etp in europe    btc  cryptocurrency
01-01-2021,bitgo failed to prevent persons apparently located in the crimea region of ukraine  cuba  iran  sudan  and syria from using its non custodial secure digital wallet management service    bitcoin  btc  cryptocurrency
02-01-2021,the new bitcoin to gold exchange rate record means it takes about 6 more ounces of gold or an equivalent of  11 400 for one to get a full btc now than they did on january 1  2017
03-01-2021,one particular older cryptocurrency  the popular meme token  dogecoin is nearing its 2017 ath  well before a large slew of older coins   cryptocurrency
04-01-2021,there is another stash of 6 000  bitcoins which the bureau still does not have access to  it is now worth about  200 million   btc  cryptocurrency
05-01-2021,but the legal battle had not ended  said guillermo torrealba  buda s ceo  since the lawyers told him that there is still 1 year left  cryptocurrency
06-01-2021,both the ministry and the sdf will start to work this month on the project  which also involves implementing regulation for  stablecoins in ukraine  cryptocurrency
07-01-2021,it s no surprise that the world is watching  bitcoin right now   the exec said   its price is soaring as the after effects of the  covid monetary stimulus continues to raise concerns about inflation
08-01-2021,bitcoin has surpassed  facebook in market cap  makes sense that a money network would be more valuable than a social network    btc  cryptocurrency  bitcoin
09-01-2021,the intense censorship storm has invoked a great number of people to leave  twitter and  facebook and search for  blockchain alternatives
10-01-2021,on january 10  another strange string of 20  bitcoin block rewards from 2010 was spent after sitting idle for over ten years   cryptocurrency
11-01-2021,despite the dip   the etoro analyst wrote   we are still in a healthy position  not only are we continuing to see institutional investment  but  bitcoin being held on exchanges is decreasing    cryptocurrency
12-01-2021,traders started complaining about issues with exchanges like coinbase  kraken  and other trading platforms during  bitcoin s volatile price swings on monday   cryptocurrency
13-01-2021,after paying the fee  customers said they were still unable to withdraw any money as the website would ask them for their credentials and then display a series of error messages   crypto  cryptocurrency  scam
14-01-2021,the  bitcoin  payment  part adds another layer   ali spagnola said   was it a  50 painting or worth thousands    cryptocurrency  art
15-01-2021,the firm admitted that they could do  a better job in communicating  regulatory obligations and requirements to their customers  cryptocurrency  bitcoin
16-01-2021,it s time to move forward with blockchain and cryptocurrencies and give the world a technology befitting of our current age   the  tnabc host said   bitcoin  btcmiami
17-01-2021,buying  10 worth of  bitcoin every week for 3 years starting 3 years ago would have turned  1 570 into  7 249   dca
18-01-2021,2 7 million  btc are held in accumulation addresses  that s an increase of 17  in the past year   the glassnode analyst said   cryptocurrency
19-01-2021,this information they ask for is suspect  no user will be able to recover their funds with this information   says a user of the exchange accused of exit scam  bitcoin  btc  livecoin  exitscam
20-01-2021,heo baek young said that smaller crypto exchanges could  struggle  to meet the information security management system  isms  certification requirements   cryptocurrency
21-01-2021,initially  the robber allegedly gained the female trader s trust by successfully performing three transactions before the incident   cryptocurrency  tether
22-01-2021,the nasdaq listed multibillion dollar company microstrategy has bought even more bitcoins   we now hold approximately 70 784  bitcoins   revealed the ceo   btc  cryptocurrency
23-01-2021,police revealed that cyber investigators traced accounts involved in the illicit transactions to  conventional   cryptocurrency exchanges  japan
24-01-2021,sticking my neck out a bit   i think we ll see a us  bitcoin etf in 2021  if gensler is confirmed to run the sec   james seyffart said   cryptoetf
25-01-2021,zelaapayae  uae will now have a crypto debit card
26-01-2021,coinbase custody to support dvision network  dvi
27-01-2021,today s extension notice allows additional time to respond to all aspects of the proposed rule  and sets one closing date for the comment period   says fincen   bitcoin  cryptocurrency
28-01-2021,according to the lawyer liu yang  the consequence of this bull market is that more ordinary people are learning as well as investing in  bitcoin   cryptocurrencies
29-01-2021,the u s  authorities indicted a canadian national who allegedly obtained  27 6 million as a  netwalker affiliate    cryptocurrency  ransomware  cybersecurity
30-01-2021,wrong or hasty regulations will set us back by a decade  right regulations will catapult india to the forefront of this technology    bitcoin  btc  crypto  cryptocurrency
31-01-2021,ripple claims that  there is no principled distinction between xrp s current function and that of btc or eth   yet  the sec says  btc and  eth are not securities  but  xrp is
01-02-2021,i should have bought some bitcoin 8 years ago     i m late to the party but i m a supporter of  bitcoin   elon musk said   btc
02-02-2021,mejia s activities were left exposed after he conducted five  bitcoin to cash transactions that cumulatively exceeded  250 000
03-02-2021,visa plans to enable first boulevard to connect to infrastructure provided by visa s partner  anchorage  a federally chartered digital asset bank  to allow their customers to buy and sell  bitcoin
04-02-2021,it is no longer material whether the taxpayer concerned had justification for such non disclosure  says tax consulting south africa
05-02-2021,the strange address received its first doge on december 12  2019  and holds more than 27  of the entire dogecoin supply
06-02-2021,the cbn has directed banks and other regulated financial institutions to immediately close accounts of cryptocurrency exchanges and all entities transacting in cryptocurrencies
07-02-2021,german prosecutors have been unable to gain access to more than 1 700 bitcoins they said were seized from a hacker  the man has refused to hand over the passwords
08-02-2021,tesla s purchase of  1 5b of bitcoin continues the momentum of public companies purchasing crypto   john wu  president of ava labs said
09-02-2021,do i think that tesla did the right thing  absolutely  i have always felt that companies should do more with their cash   said jim cramer
10-02-2021,a few players in the nigerian crypto industry are adamant that the central bank of nigeria s directive will ultimately boost peer to peer trading
11-02-2021,the law enforcement agency says the criminals have been hijacking social media accounts to post content and send messages   law enforcement
12-02-2021,i also see the reality  cryptocurrencies have been used to launder the profits of online drug traffickers  they ve been a tool to finance terrorism   said us treasury secretary janet yellen
13-02-2021,if you re into cryptos  you want to consider having some gold   bullion  may act as a bit of a hedge against the volatility of cryptos   said sandeep biswas  ceo of newcrest mining   bitcoin  gold
14-02-2021,india s new law will be modeled on china s regulatory regime  which has effectively banned on trading and usage of cryptocurrency  while the government is working on issuing own virtual currency
15-02-2021,we see fundamental reasons to believe that  regardless of where the price of  bitcoin goes next   cryptocurrencies are here to stay as a serious asset class   says morgan stanley
16-02-2021,gradual warming to  cryptocurrencies by financial companies combined with both retail investments and institutional interest have carved the way for  litecoin  s renewed momentum in 2021
17-02-2021,our mission is to empower anyone anywhere to control their money and we re just getting started   cofounder peter smith said   bitcoin
18-02-2021,venture capital fund yolo invests in digital marketing specialists ecartic
19-02-2021,people are looking for places that could appreciate under the assumption that inflation moves higher and that debts are building  so we ve started to dabble a bit into it    bitcoin  btc  crypto
20-02-2021,once the mainstream catches on to these larger interest rates than the banks  petty 0 35  to 0 60  rates  it won t be long before they choose to leverage  crypto
21-02-2021,gold  which reached an all time record high of  2 067 15 on august 7  2020  has largely stayed under  1 900 for the past six months
22-02-2021,the bill proposes to recognize digital currency as property for the application of the tax code    bitcoin  btc  cryptocurrency
23-02-2021,per the cybercrime countermeasures division  an individual allegedly took part in a nem swap with another token  unnamed  in a transaction worth  64 million at the exchange time   cryptocurrency
24-02-2021,we are committed to solving the technology problems and consulting very broadly with the public in very transparent way with all interested constituencies   said fed chair powell
25-02-2021,what s interesting about one of the  bitcoin addresses mentioned in the letter  is that it has connections to the mt gox hack
26-02-2021,some pdax users bought  bitcoin at the low price of  6 000 and the exchange is now demanding that users return the btc or face legal action
27-02-2021,in addition to the old 2010  bitcoin moves  block rewards from 2011 have started to wake in great numbers as well
28-02-2021,bitcoin has plummeted from its all time high  ath  of  58 350 last sunday to today s low of  43 189 per unit
01-03-2021,the spanish court says it wants law enforcement to carry out  a  line of technological research that allows the author  of the theft  to be identified
02-03-2021,goldman sachs is also reportedly exploring the potential for a  bitcoin etf and planning to provide a  crypto custody service
03-03-2021,bitcoin and other cryptocurrencies have brought new thinking to payments and financial inclusion but they ve also raised new issues of investor protection that we still need to attend to
04-03-2021,commenting on the lack of price response  the litecoin team claimed that  large orders like these are usually purchased through an otc desk as to not immediately impact the market
05-03-2021,galileo exchange presents the glt token and introduces  zero edge  trading
06-03-2021,the total value of bitcoin sold by boden and his co conspirators was equivalent to more than  700 000 in u s  currency
07-03-2021,ro khanna  the u s  house representative for california  says  btc cannot be devalued and that its decentralization helps to promote transnational exchange
08-03-2021,paypal announced monday  that it has agreed to acquire curv to accelerate and expand its initiatives to support cryptocurrencies and digital assets    bitcoin  cryptocurrency
09-03-2021,bitcoin may still go to zero  but it can also become the core of a new monetary architecture  if so  one  bitcoin may be worth millions of dollars   said the oil billionaire   btc  cryptocurrency
10-03-2021,ternoa  caps   transmit your memories and private data thanks to the blockchain
11-03-2021,on the price of a kmuschicoin  one token is worth  2 54 as of press time  the coin started to trade at  0 1 when it was created by viasus and campos in 2019   cryptocurrency
12-03-2021,grayscale s ceo micheal sonneinshein rebuffed peter schiff s claims while insisting that the company is not selling  bitcoin to fund share repurchases
13-03-2021,just 17 5  of the surveyed accredited investors are in the category of thinking that they d be  somewhat likely to invest  in  defi
14-03-2021,pool aprs can definitely change   aprs are estimations based on the current pool size and reward weights   the demex exchange notes   defi  liquiditypools
15-03-2021,bitcoin is probably one of the most environmentally friendly financial  industries   because we can migrate during seasons   the btc miner explained
16-03-2021,if a  bitcoin utxo exceeds a certain lifespan of 100 200 days  those coins are in the hands of participants that are less prone to speculate says glassnode
17-03-2021,per the release terms  delo was allowed by the judge to return to the uk  still  he is set to face a court status conference scheduled for may   cryptocurrency
18-03-2021,nearly ten years into failed fiscal and monetary policy experiments  when trust in institutions is ebbing near an all time low  the rationale for holding  bitcoin has never been stronger
19-03-2021,the asa said coinfloor s campaign had targeted pensioners who were  unlikely to know  much about the topic
20-03-2021,coinbase recklessly delivered false  misleading  or inaccurate reports concerning transactions in digital assets  including  bitcoin  on its gdax platform   said the cftc   cryptocurrency
21-03-2021,fire protocol to list fire on bitmax
22-03-2021,defi goes mainstream  b26 finance becomes official sponsor for the falcons  dubai s basketball team
23-03-2021,within 30 days  time will accept  cryptocurrencies for digital subscriptions with more to come via julia laroche   time s president keith grossman said
24-03-2021,elon musk s tesla now accepts bitcoin  elon says   bitcoin paid to  tesla will be retained as  bitcoin  not converted to fiat currency    cryptocurrency  tsla
25-03-2021,after kim dotcom tweeted out his critical statement  tesla s elon musk responded and said  fair point
26-03-2021,in an industry first  a physical exhibition for digital art in the form of  nft is set to launch in china  showcasing notable works from leading artists in the nft space
27-03-2021,this defendant allegedly used his online popularity to defraud those seeking to exchange  bitcoin for cash above the market value    cryptocurrency  instagram
28-03-2021,the  filecoin demand also derives from the recent announcement from grayscale investments when the firm announced the launch of five new trusts
29-03-2021,we re going to hold it   a s president dave kaval said   we re believers in it  and hopefully it continues to go up    bitcoin
30-03-2021,we re happy to announce that  coinbase is establishing a business presence in india   the company announced  coinbase is also hiring for its indian operations   bitcoin  cryptocurrency
31-03-2021,among the fascinating projects hoping to build on  polkadot  s forthcoming  parachains is moonbeam  a protocol that assists developers with deploying multi chain projects
01-04-2021,in its latest salvo to fix the world s most concerning problems  kucoin is adding a brand new coin to its exchange platform  the suez token  suez
